time,agentname,agentamount
33.611518,I,769
33.611518,R,4151
33.611518,S,3782
33.612087,E,1298
33.612087,H,1000
33.612087,I,769
33.612087,R,4151
33.612087,S,3781
33.613714,E,1297
33.613714,H,1000
33.613714,I,770
33.613714,R,4151
33.613714,S,3781
33.615885,E,1296
33.615885,H,1000
33.615885,I,771
33.615885,R,4151
33.615885,S,3781
33.616677,E,1296
33.616677,H,1000
33.616677,I,770
33.616677,R,4152
33.616677,S,3781
33.619541,E,1296
33.619541,H,1000
33.619541,I,769
33.619541,R,4153
33.619541,S,3781
33.620343,E,1296
33.620343,H,1000
33.620343,I,768
33.620343,R,4154
33.620343,S,3781
33.622442,E,1297
33.622442,H,1000
33.622442,I,768
33.622442,R,4154
33.622442,S,3780
33.626074,E,1297
33.626074,H,1000
33.626074,I,767
33.626074,R,4155
33.626074,S,3780
33.627614,E,1297
33.627614,H,1000
33.627614,I,766
33.627614,R,4156
33.627614,S,3780
33.632166,E,1298
33.632166,H,1000
33.632166,I,766
33.632166,R,4156
33.632166,S,3779
33.632732,E,1299
33.632732,H,1000
33.632732,I,766
33.632732,R,4156
33.632732,S,3778
33.633357,E,1298
33.633357,H,1000
33.633357,I,767
33.633357,R,4156
33.633357,S,3778
33.634011,E,1297
33.634011,H,1000
33.634011,I,768
33.634011,R,4156
33.634011,S,3778
33.635674,E,1298
33.635674,H,1000
33.635674,I,768
33.635674,R,4156
33.635674,S,3777
33.635712,E,1299
33.635712,H,1000
33.635712,I,768
33.635712,R,4156
33.635712,S,3776
33.638187,E,1298
33.638187,H,1000
33.638187,I,769
33.638187,R,4156
33.638187,S,3776
33.638215,E,1299
33.638215,H,1000
33.638215,I,769
33.638215,R,4156
33.638215,S,3775
33.641391,E,1299
33.641391,H,1000
33.641391,I,768
33.641391,R,4157
33.641391,S,3775
33.641641,E,1298
33.641641,H,1000
33.641641,I,769
33.641641,R,4157
33.641641,S,3775
33.643056,E,1298
33.643056,H,1000
33.643056,I,768
33.643056,R,4158
33.643056,S,3775
33.643265,E,1299
33.643265,H,1000
33.643265,I,768
33.643265,R,4158
33.643265,S,3774
33.643562,E,1300
33.643562,H,1000
33.643562,I,768
33.643562,R,4158
33.643562,S,3773
33.644020,E,1301
33.644020,H,1000
33.644020,I,768
33.644020,R,4158
33.644020,S,3772
33.644263,E,1302
33.644263,H,1000
33.644263,I,768
33.644263,R,4158
33.644263,S,3771
33.645605,E,1303
33.645605,H,1000
33.645605,I,768
33.645605,R,4158
33.645605,S,3770
33.647611,E,1302
33.647611,H,1000
33.647611,I,769
33.647611,R,4158
33.647611,S,3770
33.648941,E,1302
33.648941,H,1000
33.648941,I,768
33.648941,R,4159
33.648941,S,3770
33.649002,E,1301
33.649002,H,1000
33.649002,I,769
33.649002,R,4159
33.649002,S,3770
33.649864,E,1300
33.649864,H,1000
33.649864,I,770
33.649864,R,4159
33.649864,S,3770
33.652051,E,1300
33.652051,H,1000
33.652051,I,769
33.652051,R,4160
33.652051,S,3770
33.657470,E,1300
33.657470,H,1000
33.657470,I,768
33.657470,R,4161
33.657470,S,3770
33.657754,E,1299
33.657754,H,1000
33.657754,I,769
33.657754,R,4161
33.657754,S,3770
33.661993,E,1300
33.661993,H,1000
33.661993,I,769
33.661993,R,4161
33.661993,S,3769
33.664399,E,1300
33.664399,H,1000
33.664399,I,768
33.664399,R,4162
33.664399,S,3769
33.666274,E,1299
33.666274,H,1000
33.666274,I,769
33.666274,R,4162
33.666274,S,3769
33.666656,E,1298
33.666656,H,1000
33.666656,I,770
33.666656,R,4162
33.666656,S,3769
33.668100,E,1298
33.668100,H,1000
33.668100,I,769
33.668100,R,4163
33.668100,S,3769
33.669694,E,1297
33.669694,H,1000
33.669694,I,770
33.669694,R,4163
33.669694,S,3769
33.670672,E,1296
33.670672,H,1000
33.670672,I,771
33.670672,R,4163
33.670672,S,3769
33.671795,E,1295
33.671795,H,1000
33.671795,I,772
33.671795,R,4163
33.671795,S,3769
33.672198,E,1294
33.672198,H,1000
33.672198,I,773
33.672198,R,4163
33.672198,S,3769
33.676909,E,1295
33.676909,H,1000
33.676909,I,773
33.676909,R,4163
33.676909,S,3768
33.677966,E,1295
33.677966,H,1000
33.677966,I,772
33.677966,R,4164
33.677966,S,3768
33.677985,E,1295
33.677985,H,1000
33.677985,I,771
33.677985,R,4165
33.677985,S,3768
33.683440,E,1295
33.683440,H,1000
33.683440,I,770
33.683440,R,4166
33.683440,S,3768
33.684760,E,1296
33.684760,H,1000
33.684760,I,770
33.684760,R,4166
33.684760,S,3767
33.687931,E,1295
33.687931,H,1000
33.687931,I,771
33.687931,R,4166
33.687931,S,3767
33.693815,E,1296
33.693815,H,1000
33.693815,I,771
33.693815,R,4166
33.693815,S,3766
33.693974,E,1295
33.693974,H,1000
33.693974,I,772
33.693974,R,4166
33.693974,S,3766
33.694965,E,1296
33.694965,H,1000
33.694965,I,772
33.694965,R,4166
33.694965,S,3765
33.696257,E,1297
33.696257,H,1000
33.696257,I,772
33.696257,R,4166
33.696257,S,3764
33.699958,E,1297
33.699958,H,1000
33.699958,I,771
33.699958,R,4167
33.699958,S,3764
33.705626,E,1297
33.705626,H,1000
33.705626,I,770
33.705626,R,4168
33.705626,S,3764
33.709342,E,1298
33.709342,H,1000
33.709342,I,770
33.709342,R,4168
33.709342,S,3763
33.711875,E,1299
33.711875,H,1000
33.711875,I,770
33.711875,R,4168
33.711875,S,3762
33.712741,E,1299
33.712741,H,1000
33.712741,I,769
33.712741,R,4169
33.712741,S,3762
33.713856,E,1300
33.713856,H,1000
33.713856,I,769
33.713856,R,4169
33.713856,S,3761
33.715096,E,1299
33.715096,H,1000
33.715096,I,770
33.715096,R,4169
33.715096,S,3761
33.719648,E,1298
33.719648,H,1000
33.719648,I,771
33.719648,R,4169
33.719648,S,3761
33.720964,E,1299
33.720964,H,1000
33.720964,I,771
33.720964,R,4169
33.720964,S,3760
33.721921,E,1298
33.721921,H,1000
33.721921,I,772
33.721921,R,4169
33.721921,S,3760
33.722472,E,1298
33.722472,H,1000
33.722472,I,771
33.722472,R,4170
33.722472,S,3760
33.723828,E,1299
33.723828,H,1000
33.723828,I,771
33.723828,R,4170
33.723828,S,3759
33.724209,E,1298
33.724209,H,1000
33.724209,I,772
33.724209,R,4170
33.724209,S,3759
33.729346,E,1297
33.729346,H,1000
33.729346,I,773
33.729346,R,4170
33.729346,S,3759
33.730411,E,1296
33.730411,H,1000
33.730411,I,774
33.730411,R,4170
33.730411,S,3759
33.732647,E,1297
33.732647,H,1000
33.732647,I,774
33.732647,R,4170
33.732647,S,3758
33.735399,E,1297
33.735399,H,1000
33.735399,I,773
33.735399,R,4171
33.735399,S,3758
33.736181,E,1297
33.736181,H,1000
33.736181,I,772
33.736181,R,4172
33.736181,S,3758
33.736264,E,1297
33.736264,H,1000
33.736264,I,771
33.736264,R,4173
33.736264,S,3758
33.738953,E,1298
33.738953,H,1000
33.738953,I,771
33.738953,R,4173
33.738953,S,3757
33.740143,E,1299
33.740143,H,1000
33.740143,I,771
33.740143,R,4173
33.740143,S,3756
33.740530,E,1300
33.740530,H,1000
33.740530,I,771
33.740530,R,4173
33.740530,S,3755
33.741957,E,1300
33.741957,H,1000
33.741957,I,770
33.741957,R,4174
33.741957,S,3755
33.744605,E,1301
33.744605,H,1000
33.744605,I,770
33.744605,R,4174
33.744605,S,3754
33.748169,E,1300
33.748169,H,1000
33.748169,I,771
33.748169,R,4174
33.748169,S,3754
33.749921,E,1301
33.749921,H,1000
33.749921,I,771
33.749921,R,4174
33.749921,S,3753
33.752833,E,1302
33.752833,H,1000
33.752833,I,771
33.752833,R,4174
33.752833,S,3752
33.752930,E,1303
33.752930,H,1000
33.752930,I,771
33.752930,R,4174
33.752930,S,3751
33.755696,E,1303
33.755696,H,1000
33.755696,I,770
33.755696,R,4175
33.755696,S,3751
33.756023,E,1302
33.756023,H,1000
33.756023,I,771
33.756023,R,4175
33.756023,S,3751
33.759245,E,1302
33.759245,H,1000
33.759245,I,770
33.759245,R,4176
33.759245,S,3751
33.760524,E,1303
33.760524,H,1000
33.760524,I,770
33.760524,R,4176
33.760524,S,3750
33.760840,E,1303
33.760840,H,1000
33.760840,I,769
33.760840,R,4177
33.760840,S,3750
33.761813,E,1304
33.761813,H,1000
33.761813,I,769
33.761813,R,4177
33.761813,S,3749
33.762246,E,1304
33.762246,H,1000
33.762246,I,768
33.762246,R,4178
33.762246,S,3749
33.764931,E,1305
33.764931,H,1000
33.764931,I,768
33.764931,R,4178
33.764931,S,3748
33.765565,E,1305
33.765565,H,1000
33.765565,I,767
33.765565,R,4179
33.765565,S,3748
33.768034,E,1306
33.768034,H,1000
33.768034,I,767
33.768034,R,4179
33.768034,S,3747
33.768101,E,1306
33.768101,H,1000
33.768101,I,766
33.768101,R,4180
33.768101,S,3747
33.768179,E,1305
33.768179,H,1000
33.768179,I,767
33.768179,R,4180
33.768179,S,3747
33.768826,E,1305
33.768826,H,1000
33.768826,I,766
33.768826,R,4181
33.768826,S,3747
33.769299,E,1306
33.769299,H,1000
33.769299,I,766
33.769299,R,4181
33.769299,S,3746
33.769568,E,1307
33.769568,H,1000
33.769568,I,766
33.769568,R,4181
33.769568,S,3745
33.771440,E,1306
33.771440,H,1000
33.771440,I,767
33.771440,R,4181
33.771440,S,3745
33.772089,E,1307
33.772089,H,1000
33.772089,I,767
33.772089,R,4181
33.772089,S,3744
33.772615,E,1307
33.772615,H,1000
33.772615,I,766
33.772615,R,4182
33.772615,S,3744
33.773336,E,1306
33.773336,H,1000
33.773336,I,767
33.773336,R,4182
33.773336,S,3744
33.773936,E,1306
33.773936,H,1000
33.773936,I,766
33.773936,R,4183
33.773936,S,3744
33.774093,E,1305
33.774093,H,1000
33.774093,I,767
33.774093,R,4183
33.774093,S,3744
33.774208,E,1306
33.774208,H,1000
33.774208,I,767
33.774208,R,4183
33.774208,S,3743
33.774283,E,1306
33.774283,H,1000
33.774283,I,766
33.774283,R,4184
33.774283,S,3743
33.779018,E,1306
33.779018,H,1000
33.779018,I,765
33.779018,R,4185
33.779018,S,3743
33.781575,E,1307
33.781575,H,1000
33.781575,I,765
33.781575,R,4185
33.781575,S,3742
33.786103,E,1307
33.786103,H,1000
33.786103,I,764
33.786103,R,4186
33.786103,S,3742
33.786918,E,1307
33.786918,H,1000
33.786918,I,763
33.786918,R,4187
33.786918,S,3742
33.795689,E,1306
33.795689,H,1000
33.795689,I,764
33.795689,R,4187
33.795689,S,3742
33.795908,E,1307
33.795908,H,1000
33.795908,I,764
33.795908,R,4187
33.795908,S,3741
33.796214,E,1307
33.796214,H,1000
33.796214,I,763
33.796214,R,4188
33.796214,S,3741
33.796371,E,1308
33.796371,H,1000
33.796371,I,763
33.796371,R,4188
33.796371,S,3740
33.799008,E,1307
33.799008,H,1000
33.799008,I,764
33.799008,R,4188
33.799008,S,3740
33.801455,E,1307
33.801455,H,1000
33.801455,I,763
33.801455,R,4189
33.801455,S,3740
33.802017,E,1306
33.802017,H,1000
33.802017,I,764
33.802017,R,4189
33.802017,S,3740
33.802916,E,1305
33.802916,H,1000
33.802916,I,765
33.802916,R,4189
33.802916,S,3740
33.802980,E,1305
33.802980,H,1000
33.802980,I,764
33.802980,R,4190
33.802980,S,3740
33.803295,E,1304
33.803295,H,1000
33.803295,I,765
33.803295,R,4190
33.803295,S,3740
33.803669,E,1303
33.803669,H,1000
33.803669,I,766
33.803669,R,4190
33.803669,S,3740
33.803784,E,1303
33.803784,H,1000
33.803784,I,765
33.803784,R,4191
33.803784,S,3740
33.805012,E,1302
33.805012,H,1000
33.805012,I,766
33.805012,R,4191
33.805012,S,3740
33.809164,E,1303
33.809164,H,1000
33.809164,I,766
33.809164,R,4191
33.809164,S,3739
33.809393,E,1303
33.809393,H,1000
33.809393,I,765
33.809393,R,4192
33.809393,S,3739
33.809912,E,1304
33.809912,H,1000
33.809912,I,765
33.809912,R,4192
33.809912,S,3738
33.810703,E,1303
33.810703,H,1000
33.810703,I,766
33.810703,R,4192
33.810703,S,3738
33.812206,E,1304
33.812206,H,1000
33.812206,I,766
33.812206,R,4192
33.812206,S,3737
33.813099,E,1305
33.813099,H,1000
33.813099,I,766
33.813099,R,4192
33.813099,S,3736
33.813117,E,1304
33.813117,H,1000
33.813117,I,767
33.813117,R,4192
33.813117,S,3736
33.814440,E,1305
33.814440,H,1000
33.814440,I,767
33.814440,R,4192
33.814440,S,3735
33.815728,E,1304
33.815728,H,1000
33.815728,I,768
33.815728,R,4192
33.815728,S,3735
33.817143,E,1304
33.817143,H,1000
33.817143,I,767
33.817143,R,4193
33.817143,S,3735
33.817610,E,1304
33.817610,H,1000
33.817610,I,766
33.817610,R,4194
33.817610,S,3735
33.821627,E,1304
33.821627,H,1000
33.821627,I,765
33.821627,R,4195
33.821627,S,3735
33.822850,E,1303
33.822850,H,1000
33.822850,I,766
33.822850,R,4195
33.822850,S,3735
33.827838,E,1302
33.827838,H,1000
33.827838,I,767
33.827838,R,4195
33.827838,S,3735
33.831363,E,1303
33.831363,H,1000
33.831363,I,767
33.831363,R,4195
33.831363,S,3734
33.834411,E,1304
33.834411,H,1000
33.834411,I,767
33.834411,R,4195
33.834411,S,3733
33.834664,E,1303
33.834664,H,1000
33.834664,I,768
33.834664,R,4195
33.834664,S,3733
33.836519,E,1303
33.836519,H,1000
33.836519,I,767
33.836519,R,4196
33.836519,S,3733
33.837059,E,1303
33.837059,H,1000
33.837059,I,766
33.837059,R,4197
33.837059,S,3733
33.842733,E,1304
33.842733,H,1000
33.842733,I,766
33.842733,R,4197
33.842733,S,3732
33.844378,E,1304
33.844378,H,1000
33.844378,I,765
33.844378,R,4198
33.844378,S,3732
33.848123,E,1303
33.848123,H,1000
33.848123,I,766
33.848123,R,4198
33.848123,S,3732
33.849842,E,1304
33.849842,H,1000
33.849842,I,766
33.849842,R,4198
33.849842,S,3731
33.850000,E,1303
33.850000,H,1000
33.850000,I,767
33.850000,R,4198
33.850000,S,3731
33.850894,E,1303
33.850894,H,1000
33.850894,I,766
33.850894,R,4199
33.850894,S,3731
33.852546,E,1303
33.852546,H,1000
33.852546,I,765
33.852546,R,4200
33.852546,S,3731
33.853736,E,1302
33.853736,H,1000
33.853736,I,766
33.853736,R,4200
33.853736,S,3731
33.854606,E,1301
33.854606,H,1000
33.854606,I,767
33.854606,R,4200
33.854606,S,3731
33.855142,E,1302
33.855142,H,1000
33.855142,I,767
33.855142,R,4200
33.855142,S,3730
33.855257,E,1303
33.855257,H,1000
33.855257,I,767
33.855257,R,4200
33.855257,S,3729
33.860205,E,1303
33.860205,H,1000
33.860205,I,766
33.860205,R,4201
33.860205,S,3729
33.860311,E,1304
33.860311,H,1000
33.860311,I,766
33.860311,R,4201
33.860311,S,3728
33.861685,E,1303
33.861685,H,1000
33.861685,I,767
33.861685,R,4201
33.861685,S,3728
33.862271,E,1303
33.862271,H,1000
33.862271,I,766
33.862271,R,4202
33.862271,S,3728
33.863982,E,1303
33.863982,H,1000
33.863982,I,765
33.863982,R,4203
33.863982,S,3728
33.864596,E,1303
33.864596,H,1000
33.864596,I,764
33.864596,R,4204
33.864596,S,3728
33.866714,E,1303
33.866714,H,1000
33.866714,I,763
33.866714,R,4205
33.866714,S,3728
33.866788,E,1303
33.866788,H,1000
33.866788,I,762
33.866788,R,4206
33.866788,S,3728
33.871224,E,1304
33.871224,H,1000
33.871224,I,762
33.871224,R,4206
33.871224,S,3727
33.874497,E,1304
33.874497,H,1000
33.874497,I,761
33.874497,R,4207
33.874497,S,3727
33.876147,E,1303
33.876147,H,1000
33.876147,I,762
33.876147,R,4207
33.876147,S,3727
33.877055,E,1303
33.877055,H,1000
33.877055,I,761
33.877055,R,4208
33.877055,S,3727
33.878603,E,1302
33.878603,H,1000
33.878603,I,762
33.878603,R,4208
33.878603,S,3727
33.878754,E,1303
33.878754,H,1000
33.878754,I,762
33.878754,R,4208
33.878754,S,3726
33.879161,E,1304
33.879161,H,1000
33.879161,I,762
33.879161,R,4208
33.879161,S,3725
33.882955,E,1305
33.882955,H,1000
33.882955,I,762
33.882955,R,4208
33.882955,S,3724
33.887304,E,1304
33.887304,H,1000
33.887304,I,763
33.887304,R,4208
33.887304,S,3724
33.887871,E,1303
33.887871,H,1000
33.887871,I,764
33.887871,R,4208
33.887871,S,3724
33.889168,E,1302
33.889168,H,1000
33.889168,I,765
33.889168,R,4208
33.889168,S,3724
33.889754,E,1301
33.889754,H,1000
33.889754,I,766
33.889754,R,4208
33.889754,S,3724
33.891776,E,1302
33.891776,H,1000
33.891776,I,766
33.891776,R,4208
33.891776,S,3723
33.892097,E,1302
33.892097,H,1000
33.892097,I,765
33.892097,R,4209
33.892097,S,3723
33.892151,E,1303
33.892151,H,1000
33.892151,I,765
33.892151,R,4209
33.892151,S,3722
33.892281,E,1302
33.892281,H,1000
33.892281,I,766
33.892281,R,4209
33.892281,S,3722
33.892533,E,1303
33.892533,H,1000
33.892533,I,766
33.892533,R,4209
33.892533,S,3721
33.895694,E,1302
33.895694,H,1000
33.895694,I,767
33.895694,R,4209
33.895694,S,3721
33.898215,E,1301
33.898215,H,1000
33.898215,I,768
33.898215,R,4209
33.898215,S,3721
33.900515,E,1301
33.900515,H,1000
33.900515,I,767
33.900515,R,4210
33.900515,S,3721
33.901811,E,1302
33.901811,H,1000
33.901811,I,767
33.901811,R,4210
33.901811,S,3720
33.902236,E,1301
33.902236,H,1000
33.902236,I,768
33.902236,R,4210
33.902236,S,3720
33.903274,E,1302
33.903274,H,1000
33.903274,I,768
33.903274,R,4210
33.903274,S,3719
33.904509,E,1303
33.904509,H,1000
33.904509,I,768
33.904509,R,4210
33.904509,S,3718
33.904518,E,1303
33.904518,H,1000
33.904518,I,767
33.904518,R,4211
33.904518,S,3718
33.904574,E,1303
33.904574,H,1000
33.904574,I,766
33.904574,R,4212
33.904574,S,3718
33.905579,E,1304
33.905579,H,1000
33.905579,I,766
33.905579,R,4212
33.905579,S,3717
33.907866,E,1303
33.907866,H,1000
33.907866,I,767
33.907866,R,4212
33.907866,S,3717
33.908468,E,1302
33.908468,H,1000
33.908468,I,768
33.908468,R,4212
33.908468,S,3717
33.909440,E,1303
33.909440,H,1000
33.909440,I,768
33.909440,R,4212
33.909440,S,3716
33.909491,E,1304
33.909491,H,1000
33.909491,I,768
33.909491,R,4212
33.909491,S,3715
33.909695,E,1304
33.909695,H,1000
33.909695,I,767
33.909695,R,4213
33.909695,S,3715
33.911587,E,1304
33.911587,H,1000
33.911587,I,766
33.911587,R,4214
33.911587,S,3715
33.912958,E,1305
33.912958,H,1000
33.912958,I,766
33.912958,R,4214
33.912958,S,3714
33.915252,E,1306
33.915252,H,1000
33.915252,I,766
33.915252,R,4214
33.915252,S,3713
33.918273,E,1305
33.918273,H,1000
33.918273,I,767
33.918273,R,4214
33.918273,S,3713
33.919912,E,1306
33.919912,H,1000
33.919912,I,767
33.919912,R,4214
33.919912,S,3712
33.920288,E,1305
33.920288,H,1000
33.920288,I,768
33.920288,R,4214
33.920288,S,3712
33.924612,E,1305
33.924612,H,1000
33.924612,I,767
33.924612,R,4215
33.924612,S,3712
33.925743,E,1305
33.925743,H,1000
33.925743,I,766
33.925743,R,4216
33.925743,S,3712
33.926560,E,1304
33.926560,H,1000
33.926560,I,767
33.926560,R,4216
33.926560,S,3712
33.927852,E,1305
33.927852,H,1000
33.927852,I,767
33.927852,R,4216
33.927852,S,3711
33.929339,E,1304
33.929339,H,1000
33.929339,I,768
33.929339,R,4216
33.929339,S,3711
33.930843,E,1304
33.930843,H,1000
33.930843,I,767
33.930843,R,4217
33.930843,S,3711
33.930929,E,1305
33.930929,H,1000
33.930929,I,767
33.930929,R,4217
33.930929,S,3710
33.934908,E,1305
33.934908,H,1000
33.934908,I,766
33.934908,R,4218
33.934908,S,3710
33.935067,E,1305
33.935067,H,1000
33.935067,I,765
33.935067,R,4219
33.935067,S,3710
33.935182,E,1304
33.935182,H,1000
33.935182,I,766
33.935182,R,4219
33.935182,S,3710
33.936872,E,1304
33.936872,H,1000
33.936872,I,765
33.936872,R,4220
33.936872,S,3710
33.938073,E,1305
33.938073,H,1000
33.938073,I,765
33.938073,R,4220
33.938073,S,3709
33.939089,E,1305
33.939089,H,1000
33.939089,I,764
33.939089,R,4221
33.939089,S,3709
33.941814,E,1304
33.941814,H,1000
33.941814,I,765
33.941814,R,4221
33.941814,S,3709
33.942069,E,1305
33.942069,H,1000
33.942069,I,765
33.942069,R,4221
33.942069,S,3708
33.944186,E,1304
33.944186,H,1000
33.944186,I,766
33.944186,R,4221
33.944186,S,3708
33.945728,E,1303
33.945728,H,1000
33.945728,I,767
33.945728,R,4221
33.945728,S,3708
33.946120,E,1302
33.946120,H,1000
33.946120,I,768
33.946120,R,4221
33.946120,S,3708
33.947201,E,1301
33.947201,H,1000
33.947201,I,769
33.947201,R,4221
33.947201,S,3708
33.948174,E,1302
33.948174,H,1000
33.948174,I,769
33.948174,R,4221
33.948174,S,3707
33.950357,E,1301
33.950357,H,1000
33.950357,I,770
33.950357,R,4221
33.950357,S,3707
33.952116,E,1302
33.952116,H,1000
33.952116,I,770
33.952116,R,4221
33.952116,S,3706
33.953040,E,1302
33.953040,H,1000
33.953040,I,769
33.953040,R,4222
33.953040,S,3706
33.959303,E,1302
33.959303,H,1000
33.959303,I,768
33.959303,R,4223
33.959303,S,3706
33.960119,E,1303
33.960119,H,1000
33.960119,I,768
33.960119,R,4223
33.960119,S,3705
33.963034,E,1302
33.963034,H,1000
33.963034,I,769
33.963034,R,4223
33.963034,S,3705
33.965967,E,1302
33.965967,H,1000
33.965967,I,768
33.965967,R,4224
33.965967,S,3705
33.968359,E,1303
33.968359,H,1000
33.968359,I,768
33.968359,R,4224
33.968359,S,3704
33.970406,E,1304
33.970406,H,1000
33.970406,I,768
33.970406,R,4224
33.970406,S,3703
33.970794,E,1303
33.970794,H,1000
33.970794,I,769
33.970794,R,4224
33.970794,S,3703
33.972834,E,1302
33.972834,H,1000
33.972834,I,770
33.972834,R,4224
33.972834,S,3703
33.975288,E,1303
33.975288,H,1000
33.975288,I,770
33.975288,R,4224
33.975288,S,3702
33.975358,E,1304
33.975358,H,1000
33.975358,I,770
33.975358,R,4224
33.975358,S,3701
33.976298,E,1303
33.976298,H,1000
33.976298,I,771
33.976298,R,4224
33.976298,S,3701
33.976556,E,1304
33.976556,H,1000
33.976556,I,771
33.976556,R,4224
33.976556,S,3700
33.978207,E,1303
33.978207,H,1000
33.978207,I,772
33.978207,R,4224
33.978207,S,3700
33.980312,E,1304
33.980312,H,1000
33.980312,I,772
33.980312,R,4224
33.980312,S,3699
33.981977,E,1305
33.981977,H,1000
33.981977,I,772
33.981977,R,4224
33.981977,S,3698
33.985376,E,1306
33.985376,H,1000
33.985376,I,772
33.985376,R,4224
33.985376,S,3697
33.985657,E,1306
33.985657,H,1000
33.985657,I,771
33.985657,R,4225
33.985657,S,3697
33.988984,E,1307
33.988984,H,1000
33.988984,I,771
33.988984,R,4225
33.988984,S,3696
33.989640,E,1307
33.989640,H,1000
33.989640,I,770
33.989640,R,4226
33.989640,S,3696
33.991827,E,1307
33.991827,H,1000
33.991827,I,769
33.991827,R,4227
33.991827,S,3696
33.993782,E,1307
33.993782,H,1000
33.993782,I,768
33.993782,R,4228
33.993782,S,3696
33.994578,E,1308
33.994578,H,1000
33.994578,I,768
33.994578,R,4228
33.994578,S,3695
33.994743,E,1308
33.994743,H,1000
33.994743,I,767
33.994743,R,4229
33.994743,S,3695
33.995392,E,1307
33.995392,H,1000
33.995392,I,768
33.995392,R,4229
33.995392,S,3695
33.995779,E,1308
33.995779,H,1000
33.995779,I,768
33.995779,R,4229
33.995779,S,3694
33.996208,E,1308
33.996208,H,1000
33.996208,I,767
33.996208,R,4230
33.996208,S,3694
33.998785,E,1308
33.998785,H,1000
33.998785,I,766
33.998785,R,4231
33.998785,S,3694
33.998917,E,1307
33.998917,H,1000
33.998917,I,767
33.998917,R,4231
33.998917,S,3694
33.999032,E,1307
33.999032,H,1000
33.999032,I,766
33.999032,R,4232
33.999032,S,3694
34.001397,E,1308
34.001397,H,1000
34.001397,I,766
34.001397,R,4232
34.001397,S,3693
34.001462,E,1308
34.001462,H,1000
34.001462,I,765
34.001462,R,4233
34.001462,S,3693
34.002752,E,1307
34.002752,H,1000
34.002752,I,766
34.002752,R,4233
34.002752,S,3693
34.005410,E,1306
34.005410,H,1000
34.005410,I,767
34.005410,R,4233
34.005410,S,3693
34.008650,E,1306
34.008650,H,1000
34.008650,I,766
34.008650,R,4234
34.008650,S,3693
34.009856,E,1305
34.009856,H,1000
34.009856,I,767
34.009856,R,4234
34.009856,S,3693
34.011560,E,1304
34.011560,H,1000
34.011560,I,768
34.011560,R,4234
34.011560,S,3693
34.012654,E,1305
34.012654,H,1000
34.012654,I,768
34.012654,R,4234
34.012654,S,3692
34.012795,E,1305
34.012795,H,1000
34.012795,I,767
34.012795,R,4235
34.012795,S,3692
34.013829,E,1304
34.013829,H,1000
34.013829,I,768
34.013829,R,4235
34.013829,S,3692
34.014274,E,1303
34.014274,H,1000
34.014274,I,769
34.014274,R,4235
34.014274,S,3692
34.014697,E,1303
34.014697,H,1000
34.014697,I,768
34.014697,R,4236
34.014697,S,3692
34.017284,E,1304
34.017284,H,1000
34.017284,I,768
34.017284,R,4236
34.017284,S,3691
34.018390,E,1304
34.018390,H,1000
34.018390,I,767
34.018390,R,4237
34.018390,S,3691
34.018591,E,1303
34.018591,H,1000
34.018591,I,768
34.018591,R,4237
34.018591,S,3691
34.019943,E,1303
34.019943,H,1000
34.019943,I,767
34.019943,R,4238
34.019943,S,3691
34.021814,E,1304
34.021814,H,1000
34.021814,I,767
34.021814,R,4238
34.021814,S,3690
34.022317,E,1303
34.022317,H,1000
34.022317,I,768
34.022317,R,4238
34.022317,S,3690
34.022712,E,1303
34.022712,H,1000
34.022712,I,767
34.022712,R,4239
34.022712,S,3690
34.023265,E,1304
34.023265,H,1000
34.023265,I,767
34.023265,R,4239
34.023265,S,3689
34.023564,E,1305
34.023564,H,1000
34.023564,I,767
34.023564,R,4239
34.023564,S,3688
34.024445,E,1306
34.024445,H,1000
34.024445,I,767
34.024445,R,4239
34.024445,S,3687
34.026107,E,1306
34.026107,H,1000
34.026107,I,766
34.026107,R,4240
34.026107,S,3687
34.027391,E,1307
34.027391,H,1000
34.027391,I,766
34.027391,R,4240
34.027391,S,3686
34.029070,E,1306
34.029070,H,1000
34.029070,I,767
34.029070,R,4240
34.029070,S,3686
34.030180,E,1307
34.030180,H,1000
34.030180,I,767
34.030180,R,4240
34.030180,S,3685
34.030870,E,1307
34.030870,H,1000
34.030870,I,766
34.030870,R,4241
34.030870,S,3685
34.031027,E,1306
34.031027,H,1000
34.031027,I,767
34.031027,R,4241
34.031027,S,3685
34.032148,E,1305
34.032148,H,1000
34.032148,I,768
34.032148,R,4241
34.032148,S,3685
34.033524,E,1305
34.033524,H,1000
34.033524,I,767
34.033524,R,4242
34.033524,S,3685
34.037437,E,1305
34.037437,H,1000
34.037437,I,766
34.037437,R,4243
34.037437,S,3685
34.038697,E,1304
34.038697,H,1000
34.038697,I,767
34.038697,R,4243
34.038697,S,3685
34.041000,E,1304
34.041000,H,1000
34.041000,I,766
34.041000,R,4244
34.041000,S,3685
34.041644,E,1303
34.041644,H,1000
34.041644,I,767
34.041644,R,4244
34.041644,S,3685
34.041839,E,1302
34.041839,H,1000
34.041839,I,768
34.041839,R,4244
34.041839,S,3685
34.041949,E,1301
34.041949,H,1000
34.041949,I,769
34.041949,R,4244
34.041949,S,3685
34.042914,E,1300
34.042914,H,1000
34.042914,I,770
34.042914,R,4244
34.042914,S,3685
34.044090,E,1301
34.044090,H,1000
34.044090,I,770
34.044090,R,4244
