time,agentname,agentamount
17.910693,E,774
17.910693,H,0
17.910693,I,339
17.910693,R,920
17.910693,S,7967
17.912126,E,773
17.912126,H,0
17.912126,I,340
17.912126,R,920
17.912126,S,7967
17.915910,E,772
17.915910,H,0
17.915910,I,341
17.915910,R,920
17.915910,S,7967
17.917508,E,773
17.917508,H,0
17.917508,I,341
17.917508,R,920
17.917508,S,7966
17.918498,E,772
17.918498,H,0
17.918498,I,342
17.918498,R,920
17.918498,S,7966
17.919691,E,773
17.919691,H,0
17.919691,I,342
17.919691,R,920
17.919691,S,7965
17.919985,E,774
17.919985,H,0
17.919985,I,342
17.919985,R,920
17.919985,S,7964
17.921634,E,773
17.921634,H,0
17.921634,I,343
17.921634,R,920
17.921634,S,7964
17.921711,E,772
17.921711,H,0
17.921711,I,344
17.921711,R,920
17.921711,S,7964
17.922833,E,772
17.922833,H,0
17.922833,I,343
17.922833,R,921
17.922833,S,7964
17.925076,E,771
17.925076,H,0
17.925076,I,344
17.925076,R,921
17.925076,S,7964
17.925888,E,772
17.925888,H,0
17.925888,I,344
17.925888,R,921
17.925888,S,7963
17.927891,E,773
17.927891,H,0
17.927891,I,344
17.927891,R,921
17.927891,S,7962
17.932876,E,772
17.932876,H,0
17.932876,I,345
17.932876,R,921
17.932876,S,7962
17.938029,E,771
17.938029,H,0
17.938029,I,346
17.938029,R,921
17.938029,S,7962
17.939465,E,771
17.939465,H,0
17.939465,I,345
17.939465,R,922
17.939465,S,7962
17.939613,E,771
17.939613,H,0
17.939613,I,344
17.939613,R,923
17.939613,S,7962
17.942109,E,771
17.942109,H,0
17.942109,I,343
17.942109,R,924
17.942109,S,7962
17.948019,E,772
17.948019,H,0
17.948019,I,343
17.948019,R,924
17.948019,S,7961
17.948700,E,772
17.948700,H,0
17.948700,I,342
17.948700,R,925
17.948700,S,7961
17.949044,E,771
17.949044,H,0
17.949044,I,343
17.949044,R,925
17.949044,S,7961
17.950023,E,772
17.950023,H,0
17.950023,I,343
17.950023,R,925
17.950023,S,7960
17.950031,E,772
17.950031,H,0
17.950031,I,342
17.950031,R,926
17.950031,S,7960
17.950327,E,772
17.950327,H,0
17.950327,I,341
17.950327,R,927
17.950327,S,7960
17.956816,E,773
17.956816,H,0
17.956816,I,341
17.956816,R,927
17.956816,S,7959
17.959158,E,774
17.959158,H,0
17.959158,I,341
17.959158,R,927
17.959158,S,7958
17.962607,E,775
17.962607,H,0
17.962607,I,341
17.962607,R,927
17.962607,S,7957
17.969830,E,775
17.969830,H,0
17.969830,I,340
17.969830,R,928
17.969830,S,7957
17.971515,E,776
17.971515,H,0
17.971515,I,340
17.971515,R,928
17.971515,S,7956
17.972675,E,777
17.972675,H,0
17.972675,I,340
17.972675,R,928
17.972675,S,7955
17.974143,E,776
17.974143,H,0
17.974143,I,341
17.974143,R,928
17.974143,S,7955
17.975234,E,776
17.975234,H,0
17.975234,I,340
17.975234,R,929
17.975234,S,7955
17.976644,E,776
17.976644,H,0
17.976644,I,339
17.976644,R,930
17.976644,S,7955
17.981152,E,777
17.981152,H,0
17.981152,I,339
17.981152,R,930
17.981152,S,7954
17.988034,E,776
17.988034,H,0
17.988034,I,340
17.988034,R,930
17.988034,S,7954
17.988904,E,777
17.988904,H,0
17.988904,I,340
17.988904,R,930
17.988904,S,7953
17.989048,E,777
17.989048,H,0
17.989048,I,339
17.989048,R,931
17.989048,S,7953
17.990323,E,777
17.990323,H,0
17.990323,I,338
17.990323,R,932
17.990323,S,7953
17.990452,E,778
17.990452,H,0
17.990452,I,338
17.990452,R,932
17.990452,S,7952
17.992370,E,779
17.992370,H,0
17.992370,I,338
17.992370,R,932
17.992370,S,7951
17.994817,E,780
17.994817,H,0
17.994817,I,338
17.994817,R,932
17.994817,S,7950
17.996052,E,780
17.996052,H,0
17.996052,I,337
17.996052,R,933
17.996052,S,7950
17.998472,E,780
17.998472,H,0
17.998472,I,336
17.998472,R,934
17.998472,S,7950
18.004549,E,781
18.004549,H,0
18.004549,I,336
18.004549,R,934
18.004549,S,7949
18.009788,E,781
18.009788,H,0
18.009788,I,335
18.009788,R,935
18.009788,S,7949
18.011099,E,782
18.011099,H,0
18.011099,I,335
18.011099,R,935
18.011099,S,7948
18.025552,E,783
18.025552,H,0
18.025552,I,335
18.025552,R,935
18.025552,S,7947
18.026925,E,784
18.026925,H,0
18.026925,I,335
18.026925,R,935
18.026925,S,7946
18.029010,E,785
18.029010,H,0
18.029010,I,335
18.029010,R,935
18.029010,S,7945
18.038097,E,784
18.038097,H,0
18.038097,I,336
18.038097,R,935
18.038097,S,7945
18.041808,E,785
18.041808,H,0
18.041808,I,336
18.041808,R,935
18.041808,S,7944
18.050066,E,785
18.050066,H,0
18.050066,I,335
18.050066,R,936
18.050066,S,7944
18.050341,E,786
18.050341,H,0
18.050341,I,335
18.050341,R,936
18.050341,S,7943
18.050650,E,787
18.050650,H,0
18.050650,I,335
18.050650,R,936
18.050650,S,7942
18.056856,E,786
18.056856,H,0
18.056856,I,336
18.056856,R,936
18.056856,S,7942
18.063170,E,786
18.063170,H,0
18.063170,I,335
18.063170,R,937
18.063170,S,7942
18.068453,E,787
18.068453,H,0
18.068453,I,335
18.068453,R,937
18.068453,S,7941
18.071800,E,788
18.071800,H,0
18.071800,I,335
18.071800,R,937
18.071800,S,7940
18.072077,E,788
18.072077,H,0
18.072077,I,334
18.072077,R,938
18.072077,S,7940
18.075604,E,789
18.075604,H,0
18.075604,I,334
18.075604,R,938
18.075604,S,7939
18.075677,E,788
18.075677,H,0
18.075677,I,335
18.075677,R,938
18.075677,S,7939
18.076035,E,788
18.076035,H,0
18.076035,I,334
18.076035,R,939
18.076035,S,7939
18.078286,E,789
18.078286,H,0
18.078286,I,334
18.078286,R,939
18.078286,S,7938
18.080872,E,789
18.080872,H,0
18.080872,I,333
18.080872,R,940
18.080872,S,7938
18.083822,E,788
18.083822,H,0
18.083822,I,334
18.083822,R,940
18.083822,S,7938
18.086060,E,787
18.086060,H,0
18.086060,I,335
18.086060,R,940
18.086060,S,7938
18.086605,E,786
18.086605,H,0
18.086605,I,336
18.086605,R,940
18.086605,S,7938
18.087851,E,787
18.087851,H,0
18.087851,I,336
18.087851,R,940
18.087851,S,7937
18.088102,E,788
18.088102,H,0
18.088102,I,336
18.088102,R,940
18.088102,S,7936
18.089140,E,789
18.089140,H,0
18.089140,I,336
18.089140,R,940
18.089140,S,7935
18.090173,E,788
18.090173,H,0
18.090173,I,337
18.090173,R,940
18.090173,S,7935
18.093876,E,789
18.093876,H,0
18.093876,I,337
18.093876,R,940
18.093876,S,7934
18.094005,E,789
18.094005,H,0
18.094005,I,336
18.094005,R,941
18.094005,S,7934
18.095547,E,789
18.095547,H,0
18.095547,I,335
18.095547,R,942
18.095547,S,7934
18.103729,E,788
18.103729,H,0
18.103729,I,336
18.103729,R,942
18.103729,S,7934
18.104642,E,789
18.104642,H,0
18.104642,I,336
18.104642,R,942
18.104642,S,7933
18.106108,E,788
18.106108,H,0
18.106108,I,337
18.106108,R,942
18.106108,S,7933
18.106317,E,787
18.106317,H,0
18.106317,I,338
18.106317,R,942
18.106317,S,7933
18.111182,E,788
18.111182,H,0
18.111182,I,338
18.111182,R,942
18.111182,S,7932
18.114530,E,787
18.114530,H,0
18.114530,I,339
18.114530,R,942
18.114530,S,7932
18.115771,E,788
18.115771,H,0
18.115771,I,339
18.115771,R,942
18.115771,S,7931
18.116101,E,789
18.116101,H,0
18.116101,I,339
18.116101,R,942
18.116101,S,7930
18.117842,E,790
18.117842,H,0
18.117842,I,339
18.117842,R,942
18.117842,S,7929
18.118684,E,791
18.118684,H,0
18.118684,I,339
18.118684,R,942
18.118684,S,7928
18.118857,E,792
18.118857,H,0
18.118857,I,339
18.118857,R,942
18.118857,S,7927
18.119313,E,792
18.119313,H,0
18.119313,I,338
18.119313,R,943
18.119313,S,7927
18.119673,E,791
18.119673,H,0
18.119673,I,339
18.119673,R,943
18.119673,S,7927
18.119851,E,790
18.119851,H,0
18.119851,I,340
18.119851,R,943
18.119851,S,7927
18.124070,E,791
18.124070,H,0
18.124070,I,340
18.124070,R,943
18.124070,S,7926
18.125910,E,792
18.125910,H,0
18.125910,I,340
18.125910,R,943
18.125910,S,7925
18.126027,E,793
18.126027,H,0
18.126027,I,340
18.126027,R,943
18.126027,S,7924
18.126359,E,794
18.126359,H,0
18.126359,I,340
18.126359,R,943
18.126359,S,7923
18.131010,E,795
18.131010,H,0
18.131010,I,340
18.131010,R,943
18.131010,S,7922
18.131503,E,796
18.131503,H,0
18.131503,I,340
18.131503,R,943
18.131503,S,7921
18.131771,E,797
18.131771,H,0
18.131771,I,340
18.131771,R,943
18.131771,S,7920
18.131800,E,798
18.131800,H,0
18.131800,I,340
18.131800,R,943
18.131800,S,7919
18.132641,E,798
18.132641,H,0
18.132641,I,339
18.132641,R,944
18.132641,S,7919
18.132991,E,799
18.132991,H,0
18.132991,I,339
18.132991,R,944
18.132991,S,7918
18.133948,E,798
18.133948,H,0
18.133948,I,340
18.133948,R,944
18.133948,S,7918
18.135112,E,797
18.135112,H,0
18.135112,I,341
18.135112,R,944
18.135112,S,7918
18.136471,E,796
18.136471,H,0
18.136471,I,342
18.136471,R,944
18.136471,S,7918
18.140702,E,797
18.140702,H,0
18.140702,I,342
18.140702,R,944
18.140702,S,7917
18.143332,E,796
18.143332,H,0
18.143332,I,343
18.143332,R,944
18.143332,S,7917
18.143615,E,796
18.143615,H,0
18.143615,I,342
18.143615,R,945
18.143615,S,7917
18.149550,E,797
18.149550,H,0
18.149550,I,342
18.149550,R,945
18.149550,S,7916
18.149860,E,798
18.149860,H,0
18.149860,I,342
18.149860,R,945
18.149860,S,7915
18.150904,E,799
18.150904,H,0
18.150904,I,342
18.150904,R,945
18.150904,S,7914
18.153914,E,798
18.153914,H,0
18.153914,I,343
18.153914,R,945
18.153914,S,7914
18.154092,E,798
18.154092,H,0
18.154092,I,342
18.154092,R,946
18.154092,S,7914
18.154673,E,797
18.154673,H,0
18.154673,I,343
18.154673,R,946
18.154673,S,7914
18.156134,E,798
18.156134,H,0
18.156134,I,343
18.156134,R,946
18.156134,S,7913
18.159549,E,797
18.159549,H,0
18.159549,I,344
18.159549,R,946
18.159549,S,7913
18.163156,E,796
18.163156,H,0
18.163156,I,345
18.163156,R,946
18.163156,S,7913
18.163226,E,795
18.163226,H,0
18.163226,I,346
18.163226,R,946
18.163226,S,7913
18.166763,E,794
18.166763,H,0
18.166763,I,347
18.166763,R,946
18.166763,S,7913
18.167175,E,793
18.167175,H,0
18.167175,I,348
18.167175,R,946
18.167175,S,7913
18.169186,E,792
18.169186,H,0
18.169186,I,349
18.169186,R,946
18.169186,S,7913
18.171271,E,791
18.171271,H,0
18.171271,I,350
18.171271,R,946
18.171271,S,7913
18.171601,E,792
18.171601,H,0
18.171601,I,350
18.171601,R,946
18.171601,S,7912
18.181984,E,793
18.181984,H,0
18.181984,I,350
18.181984,R,946
18.181984,S,7911
18.184134,E,792
18.184134,H,0
18.184134,I,351
18.184134,R,946
18.184134,S,7911
18.185490,E,793
18.185490,H,0
18.185490,I,351
18.185490,R,946
18.185490,S,7910
18.188834,E,793
18.188834,H,0
18.188834,I,350
18.188834,R,947
18.188834,S,7910
18.189061,E,793
18.189061,H,0
18.189061,I,349
18.189061,R,948
18.189061,S,7910
18.190428,E,792
18.190428,H,0
18.190428,I,350
18.190428,R,948
18.190428,S,7910
18.193333,E,793
18.193333,H,0
18.193333,I,350
18.193333,R,948
18.193333,S,7909
18.193556,E,792
18.193556,H,0
18.193556,I,351
18.193556,R,948
18.193556,S,7909
18.194909,E,793
18.194909,H,0
18.194909,I,351
18.194909,R,948
18.194909,S,7908
18.194929,E,794
18.194929,H,0
18.194929,I,351
18.194929,R,948
18.194929,S,7907
18.196416,E,795
18.196416,H,0
18.196416,I,351
18.196416,R,948
18.196416,S,7906
18.198040,E,796
18.198040,H,0
18.198040,I,351
18.198040,R,948
18.198040,S,7905
18.201895,E,797
18.201895,H,0
18.201895,I,351
18.201895,R,948
18.201895,S,7904
18.202362,E,796
18.202362,H,0
18.202362,I,352
18.202362,R,948
18.202362,S,7904
18.203083,E,797
18.203083,H,0
18.203083,I,352
18.203083,R,948
18.203083,S,7903
18.209425,E,798
18.209425,H,0
18.209425,I,352
18.209425,R,948
18.209425,S,7902
18.210324,E,798
18.210324,H,0
18.210324,I,351
18.210324,R,949
18.210324,S,7902
18.211348,E,798
18.211348,H,0
18.211348,I,350
18.211348,R,950
18.211348,S,7902
18.214465,E,798
18.214465,H,0
18.214465,I,349
18.214465,R,951
18.214465,S,7902
18.215026,E,797
18.215026,H,0
18.215026,I,350
18.215026,R,951
18.215026,S,7902
18.215915,E,798
18.215915,H,0
18.215915,I,350
18.215915,R,951
18.215915,S,7901
18.222910,E,799
18.222910,H,0
18.222910,I,350
18.222910,R,951
18.222910,S,7900
18.223540,E,799
18.223540,H,0
18.223540,I,349
18.223540,R,952
18.223540,S,7900
18.225864,E,800
18.225864,H,0
18.225864,I,349
18.225864,R,952
18.225864,S,7899
18.228556,E,801
18.228556,H,0
18.228556,I,349
18.228556,R,952
18.228556,S,7898
18.229406,E,801
18.229406,H,0
18.229406,I,348
18.229406,R,953
18.229406,S,7898
18.235217,E,800
18.235217,H,0
18.235217,I,349
18.235217,R,953
18.235217,S,7898
18.236526,E,801
18.236526,H,0
18.236526,I,349
18.236526,R,953
18.236526,S,7897
18.243533,E,802
18.243533,H,0
18.243533,I,349
18.243533,R,953
18.243533,S,7896
18.246917,E,803
18.246917,H,0
18.246917,I,349
18.246917,R,953
18.246917,S,7895
18.246969,E,804
18.246969,H,0
18.246969,I,349
18.246969,R,953
18.246969,S,7894
18.247703,E,805
18.247703,H,0
18.247703,I,349
18.247703,R,953
18.247703,S,7893
18.251691,E,804
18.251691,H,0
18.251691,I,350
18.251691,R,953
18.251691,S,7893
18.252259,E,804
18.252259,H,0
18.252259,I,349
18.252259,R,954
18.252259,S,7893
18.252770,E,804
18.252770,H,0
18.252770,I,348
18.252770,R,955
18.252770,S,7893
18.253737,E,805
18.253737,H,0
18.253737,I,348
18.253737,R,955
18.253737,S,7892
18.254790,E,805
18.254790,H,0
18.254790,I,347
18.254790,R,956
18.254790,S,7892
18.255358,E,805
18.255358,H,0
18.255358,I,346
18.255358,R,957
18.255358,S,7892
18.256281,E,804
18.256281,H,0
18.256281,I,347
18.256281,R,957
18.256281,S,7892
18.256569,E,805
18.256569,H,0
18.256569,I,347
18.256569,R,957
18.256569,S,7891
18.256925,E,804
18.256925,H,0
18.256925,I,348
18.256925,R,957
18.256925,S,7891
18.257418,E,805
18.257418,H,0
18.257418,I,348
18.257418,R,957
18.257418,S,7890
18.263118,E,804
18.263118,H,0
18.263118,I,349
18.263118,R,957
18.263118,S,7890
18.263442,E,803
18.263442,H,0
18.263442,I,350
18.263442,R,957
18.263442,S,7890
18.267551,E,802
18.267551,H,0
18.267551,I,351
18.267551,R,957
18.267551,S,7890
18.269610,E,803
18.269610,H,0
18.269610,I,351
18.269610,R,957
18.269610,S,7889
18.272955,E,802
18.272955,H,0
18.272955,I,352
18.272955,R,957
18.272955,S,7889
18.274086,E,801
18.274086,H,0
18.274086,I,353
18.274086,R,957
18.274086,S,7889
18.278821,E,801
18.278821,H,0
18.278821,I,352
18.278821,R,958
18.278821,S,7889
18.283535,E,800
18.283535,H,0
18.283535,I,353
18.283535,R,958
18.283535,S,7889
18.283721,E,799
18.283721,H,0
18.283721,I,354
18.283721,R,958
18.283721,S,7889
18.284537,E,800
18.284537,H,0
18.284537,I,354
18.284537,R,958
18.284537,S,7888
18.285119,E,800
18.285119,H,0
18.285119,I,353
18.285119,R,959
18.285119,S,7888
18.285577,E,799
18.285577,H,0
18.285577,I,354
18.285577,R,959
18.285577,S,7888
18.285797,E,798
18.285797,H,0
18.285797,I,355
18.285797,R,959
18.285797,S,7888
18.286573,E,797
18.286573,H,0
18.286573,I,356
18.286573,R,959
18.286573,S,7888
18.287298,E,797
18.287298,H,0
18.287298,I,355
18.287298,R,960
18.287298,S,7888
18.291425,E,796
18.291425,H,0
18.291425,I,356
18.291425,R,960
18.291425,S,7888
18.291522,E,795
18.291522,H,0
18.291522,I,357
18.291522,R,960
18.291522,S,7888
18.293107,E,794
18.293107,H,0
18.293107,I,358
18.293107,R,960
18.293107,S,7888
18.295881,E,794
18.295881,H,0
18.295881,I,357
18.295881,R,961
18.295881,S,7888
18.297040,E,793
18.297040,H,0
18.297040,I,358
18.297040,R,961
18.297040,S,7888
18.299326,E,794
18.299326,H,0
18.299326,I,358
18.299326,R,961
18.299326,S,7887
18.301435,E,795
18.301435,H,0
18.301435,I,358
18.301435,R,961
18.301435,S,7886
18.301561,E,795
18.301561,H,0
18.301561,I,357
18.301561,R,962
18.301561,S,7886
18.302115,E,794
18.302115,H,0
18.302115,I,358
18.302115,R,962
18.302115,S,7886
18.309918,E,795
18.309918,H,0
18.309918,I,358
18.309918,R,962
18.309918,S,7885
18.310450,E,795
18.310450,H,0
18.310450,I,357
18.310450,R,963
18.310450,S,7885
18.312706,E,796
18.312706,H,0
18.312706,I,357
18.312706,R,963
18.312706,S,7884
18.315665,E,797
18.315665,H,0
18.315665,I,357
18.315665,R,963
18.315665,S,7883
18.316268,E,798
18.316268,H,0
18.316268,I,357
18.316268,R,963
18.316268,S,7882
18.317174,E,799
18.317174,H,0
18.317174,I,357
18.317174,R,963
18.317174,S,7881
18.319473,E,800
18.319473,H,0
18.319473,I,357
18.319473,R,963
18.319473,S,7880
18.319506,E,800
18.319506,H,0
18.319506,I,356
18.319506,R,964
18.319506,S,7880
18.322294,E,799
18.322294,H,0
18.322294,I,357
18.322294,R,964
18.322294,S,7880
18.323422,E,800
18.323422,H,0
18.323422,I,357
18.323422,R,964
18.323422,S,7879
18.335619,E,799
18.335619,H,0
18.335619,I,358
18.335619,R,964
18.335619,S,7879
18.335813,E,798
18.335813,H,0
18.335813,I,359
18.335813,R,964
18.335813,S,7879
18.336279,E,797
18.336279,H,0
18.336279,I,360
18.336279,R,964
18.336279,S,7879
18.342792,E,796
18.342792,H,0
18.342792,I,361
18.342792,R,964
18.342792,S,7879
18.345206,E,797
18.345206,H,0
18.345206,I,361
18.345206,R,964
18.345206,S,7878
18.345294,E,798
18.345294,H,0
18.345294,I,361
18.345294,R,964
18.345294,S,7877
18.345734,E,797
18.345734,H,0
18.345734,I,362
18.345734,R,964
18.345734,S,7877
18.345942,E,796
18.345942,H,0
18.345942,I,363
18.345942,R,964
18.345942,S,7877
18.349140,E,797
18.349140,H,0
18.349140,I,363
18.349140,R,964
18.349140,S,7876
18.350253,E,796
18.350253,H,0
18.350253,I,364
18.350253,R,964
18.350253,S,7876
18.350666,E,796
18.350666,H,0
18.350666,I,363
18.350666,R,965
18.350666,S,7876
18.354254,E,795
18.354254,H,0
18.354254,I,364
18.354254,R,965
18.354254,S,7876
18.357648,E,796
18.357648,H,0
18.357648,I,364
18.357648,R,965
18.357648,S,7875
18.358294,E,797
18.358294,H,0
18.358294,I,364
18.358294,R,965
18.358294,S,7874
18.359444,E,797
18.359444,H,0
18.359444,I,363
18.359444,R,966
18.359444,S,7874
18.363599,E,796
18.363599,H,0
18.363599,I,364
18.363599,R,966
18.363599,S,7874
18.364913,E,796
18.364913,H,0
18.364913,I,363
18.364913,R,967
18.364913,S,7874
18.364991,E,797
18.364991,H,0
18.364991,I,363
18.364991,R,967
18.364991,S,7873
18.366795,E,798
18.366795,H,0
18.366795,I,363
18.366795,R,967
18.366795,S,7872
18.368821,E,798
18.368821,H,0
18.368821,I,362
18.368821,R,968
18.368821,S,7872
18.371601,E,798
18.371601,H,0
18.371601,I,361
18.371601,R,969
18.371601,S,7872
18.372469,E,798
18.372469,H,0
18.372469,I,360
18.372469,R,970
18.372469,S,7872
18.373152,E,799
18.373152,H,0
18.373152,I,360
18.373152,R,970
18.373152,S,7871
18.375478,E,800
18.375478,H,0
18.375478,I,360
18.375478,R,970
18.375478,S,7870
18.376876,E,801
18.376876,H,0
18.376876,I,360
18.376876,R,970
18.376876,S,7869
18.379298,E,802
18.379298,H,0
18.379298,I,360
18.379298,R,970
18.379298,S,7868
18.380418,E,801
18.380418,H,0
18.380418,I,361
18.380418,R,970
18.380418,S,7868
18.384485,E,801
18.384485,H,0
18.384485,I,360
18.384485,R,971
18.384485,S,7868
18.385533,E,800
18.385533,H,0
18.385533,I,361
18.385533,R,971
18.385533,S,7868
18.390496,E,799
18.390496,H,0
18.390496,I,362
18.390496,R,971
18.390496,S,7868
18.392095,E,800
18.392095,H,0
18.392095,I,362
18.392095,R,971
18.392095,S,7867
18.393666,E,799
18.393666,H,0
18.393666,I,363
18.393666,R,971
18.393666,S,7867
18.400367,E,800
18.400367,H,0
18.400367,I,363
18.400367,R,971
18.400367,S,7866
18.402225,E,801
18.402225,H,0
18.402225,I,363
18.402225,R,971
18.402225,S,7865
18.403966,E,802
18.403966,H,0
18.403966,I,363
18.403966,R,971
18.403966,S,7864
18.404882,E,801
18.404882,H,0
18.404882,I,364
18.404882,R,971
18.404882,S,7864
18.406519,E,801
18.406519,H,0
18.406519,I,363
18.406519,R,972
18.406519,S,7864
18.407738,E,801
18.407738,H,0
18.407738,I,362
18.407738,R,973
18.407738,S,7864
18.409704,E,801
18.409704,H,0
18.409704,I,361
18.409704,R,974
18.409704,S,7864
18.412661,E,802
18.412661,H,0
18.412661,I,361
18.412661,R,974
18.412661,S,7863
18.415350,E,802
18.415350,H,0
18.415350,I,360
18.415350,R,975
18.415350,S,7863
18.415790,E,801
18.415790,H,0
18.415790,I,361
18.415790,R,975
18.415790,S,7863
18.416456,E,802
18.416456,H,0
18.416456,I,361
18.416456,R,975
18.416456,S,7862
18.420389,E,803
18.420389,H,0
18.420389,I,361
18.420389,R,975
18.420389,S,7861
18.420394,E,804
18.420394,H,0
18.420394,I,361
18.420394,R,975
18.420394,S,7860
18.422365,E,803
18.422365,H,0
18.422365,I,362
18.422365,R,975
18.422365,S,7860
18.423070,E,802
18.423070,H,0
18.423070,I,363
18.423070,R,975
18.423070,S,7860
18.423762,E,803
18.423762,H,0
18.423762,I,363
18.423762,R,975
18.423762,S,7859
18.427763,E,803
18.427763,H,0
18.427763,I,362
18.427763,R,976
18.427763,S,7859
18.428624,E,804
18.428624,H,0
18.428624,I,362
18.428624,R,976
18.428624,S,7858
18.435861,E,803
18.435861,H,0
18.435861,I,363
18.435861,R,976
18.435861,S,7858
18.437012,E,804
18.437012,H,0
18.437012,I,363
18.437012,R,976
18.437012,S,7857
18.437157,E,805
18.437157,H,0
18.437157,I,363
18.437157,R,976
18.437157,S,7856
18.441882,E,804
18.441882,H,0
18.441882,I,364
18.441882,R,976
18.441882,S,7856
18.442080,E,805
18.442080,H,0
18.442080,I,364
18.442080,R,976
18.442080,S,7855
18.442859,E,806
18.442859,H,0
18.442859,I,364
18.442859,R,976
18.442859,S,7854
18.443605,E,807
18.443605,H,0
18.443605,I,364
18.443605,R,976
18.443605,S,7853
18.448806,E,806
18.448806,H,0
18.448806,I,365
18.448806,R,976
18.448806,S,7853
18.448876,E,805
18.448876,H,0
18.448876,I,366
18.448876,R,976
18.448876,S,7853
18.449269,E,806
18.449269,H,0
18.449269,I,366
18.449269,R,976
18.449269,S,7852
18.449993,E,805
18.449993,H,0
18.449993,I,367
18.449993,R,976
18.449993,S,7852
18.450563,E,806
18.450563,H,0
18.450563,I,367
18.450563,R,976
18.450563,S,7851
18.451271,E,807
18.451271,H,0
18.451271,I,367
18.451271,R,976
18.451271,S,7850
18.458223,E,808
18.458223,H,0
18.458223,I,367
18.458223,R,976
18.458223,S,7849
18.459395,E,809
18.459395,H,0
18.459395,I,367
18.459395,R,976
18.459395,S,7848
18.459631,E,810
18.459631,H,0
18.459631,I,367
18.459631,R,976
18.459631,S,7847
18.464210,E,811
18.464210,H,0
18.464210,I,367
18.464210,R,976
18.464210,S,7846
18.464269,E,812
18.464269,H,0
18.464269,I,367
18.464269,R,976
18.464269,S,7845
18.465078,E,813
18.465078,H,0
18.465078,I,367
18.465078,R,976
18.465078,S,7844
18.465765,E,812
18.465765,H,0
18.465765,I,368
18.465765,R,976
18.465765,S,7844
18.466435,E,811
18.466435,H,0
18.466435,I,369
18.466435,R,976
18.466435,S,7844
18.466827,E,812
18.466827,H,0
18.466827,I,369
18.466827,R,976
18.466827,S,7843
18.468666,E,813
18.468666,H,0
18.468666,I,369
18.468666,R,976
18.468666,S,7842
18.468717,E,814
18.468717,H,0
18.468717,I,369
18.468717,R,976
18.468717,S,7841
18.470271,E,814
18.470271,H,0
18.470271,I,368
18.470271,R,977
18.470271,S,7841
18.471023,E,815
18.471023,H,0
18.471023,I,368
18.471023,R,977
18.471023,S,7840
18.472193,E,814
18.472193,H,0
18.472193,I,369
18.472193,R,977
18.472193,S,7840
18.472210,E,814
18.472210,H,0
18.472210,I,368
18.472210,R,978
18.472210,S,7840
18.472500,E,813
18.472500,H,0
18.472500,I,369
18.472500,R,978
18.472500,S,7840
18.472654,E,812
18.472654,H,0
18.472654,I,370
18.472654,R,978
18.472654,S,7840
18.477523,E,811
18.477523,H,0
18.477523,I,371
18.477523,R,978
18.477523,S,7840
18.480462,E,812
18.480462,H,0
18.480462,I,371
18.480462,R,978
18.480462,S,7839
18.481138,E,811
18.481138,H,0
18.481138,I,372
18.481138,R,978
18.481138,S,7839
18.483437,E,810
18.483437,H,0
18.483437,I,373
18.483437,R,978
18.483437,S,7839
18.492598,E,811
18.492598,H,0
18.492598,I,373
18.492598,R,978
18.492598,S,7838
18.492851,E,812
18.492851,H,0
18.492851,I,373
18.492851,R,978
18.492851,S,7837
18.495765,E,811
18.495765,H,0
18.495765,I,374
18.495765,R,978
18.495765,S,7837
18.499301,E,811
18.499301,H,0
18.499301,I,373
18.499301,R,979
18.499301,S,7837
18.501192,E,812
18.501192,H,0
18.501192,I,373
18.501192,R,979
18.501192,S,7836
18.506833,E,813
18.506833,H,0
18.506833,I,373
18.506833,R,979
18.506833,S,7835
18.515625,E,814
18.515625,H,0
18.515625,I,373
18.515625,R,979
18.515625,S,7834
18.519253,E,814
18.519253,H,0
18.519253,I,372
18.519253,R,980
18.519253,S,7834
18.520847,E,815
18.520847,H,0
18.520847,I,372
18.520847,R,980
18.520847,S,7833
18.521252,E,814
18.521252,H,0
18.521252,I,373
18.521252,R,980
18.521252,S,7833
18.521707,E,814
18.521707,H,0
18.521707,I,372
18.521707,R,981
18.521707,S,7833
18.521936,E,813
18.521936,H,0
18.521936,I,373
18.521936,R,981
18.521936,S,7833
18.523676,E,813
18.523676,H,0
18.523676,I,372
18.523676,R,982
18.523676,S,7833
18.525041,E,813
18.525041,H,0
18.525041,I,371
18.525041,R,983
18.525041,S,7833
18.525174,E,812
18.525174,H,0
18.525174,I,372
18.525174,R,983
18.525174,S,7833
18.525225,E,813
18.525225,H,0
18.525225,I,372
18.525225,R,983
18.525225,S,7832
18.526279,E,814
18.526279,H,0
18.526279,I,372
18.526279,R,983
18.526279,S,7831
18.528409,E,814
18.528409,H,0
18.528409,I,371
18.528409,R,984
18.528409,S,7831
18.530435,E,815
18.530435,H,0
18.530435,I,371
18.530435,R,984
18.530435,S,7830
18.531099,E,814
18.531099,H,0
18.531099,I,372
18.531099,R,984
18.531099,S,7830
18.537351,E,813
18.537351,H,0
18.537351,I,373
18.537351,R,984
18.537351,S,7830
18.539486,E,812
18.539486,H,0
18.539486,I,374
18.539486,R,984
18.539486,S,7830
18.542988,E,812
18.542988,H,0
18.542988,I,373
18.542988,R,985
18.542988,S,7830
18.545909,E,812
18.545909,H,0
18.545909,I,372
18.545909,R,986
18.545909,S,7830
18.546071,E,811
18.546071,H,0
18.546071,I,373
18.546071,R,986
18.546071,S,7830
